25622830,4,29900
25622830,5,22606
25622830,6,17367
25622830,7,75658
25622829,0,40761
25622829,1,75476
25622829,2,26914
25622829,3,22615
25622829,4,80504
25622829,5,80322
25622829,6,58902
25622829,7,27744
25622829,8,78460
25622829,9,80489
25622829,10,78160
25622828,0,57499
25622828,1,78073
25622828,2,40681
25622828,3,78748
25614776,0,49497
25614776,1,50285
25614776,2,32962
25614776,3,59945
25614776,4,26190
25591691,0,61833
25591691,1,77004
25591691,2,64712
25591686,0,33200
25591686,1,64676
25591686,2,68810
25591686,3,34284
25591686,4,11253
25591686,5,22898
25591686,6,62343
25591679,0,72239
25591679,1,50420
25591679,2,70673
25591679,3,175
25591671,0,30127
25591671,1,29041
25591671,2,60242
25591671,3,11213
25591671,4,6418
25591518,0,5674
25591518,1,56480
25588286,0,46503
25588286,1,19509
25588286,2,32554
25588286,3,46730
25587559,0,12503
25587559,1,61689
25587559,2,66956
25587559,3,66069
25582467,0,71108
25582467,1,80339
25582464,0,80939
25582464,1,41741
25582464,2,53822
25582464,3,32828
25582464,4,65015
25582464,5,80171
25582464,6,11823
25582464,7,68371
25582464,8,29751
25582464,9,65000
25582464,10,78665
25582463,0,78669
25582463,1,80339
25582463,2,78124
25582463,3,79477
25582463,4,80293
25582463,5,78699
25582463,6,75685
25582463,7,77784
25582463,8,41688
25582463,9,77774
25580452,0,1523
25580452,1,65540
25576976,0,24162
25576976,1,49183
25576976,2,37277
25576976,3,81799
25576976,4,13179
25571501,0,18435
25571501,1,67468
25571501,2,62369
25571455,0,62994
25571455,1,75053
25571455,2,5891
25571455,3,20568
25571455,4,40026
25571455,5,77221
25571314,0,
25571314,1,
25571314,2,
25571314,3,41486
25571314,4,27841
25571314,5,47181
25571314,6,6017
25571312,0,
25571312,1,
25571312,2,
25571312,3,41486
25571312,4,27841
25571312,5,47181
25571312,6,6017
25571301,0,13194
25571301,1,56725
25571301,2,51486
25571301,3,27363
25571263,0,50352
25571263,1,63496
25571263,2,3901
25571263,3,43487
25571263,4,29481
25571263,5,31558
25571263,6,18720
25571263,7,66808
25571086,0,66077
25571086,1,15228
25571086,2,75821
25571086,3,10578
25571086,4,70369
25571054,0,3894
25571054,1,74443
25571054,2,74442
25571054,3,1892
25571054,4,77329
25571054,5,61876
25571054,6,66974
25571043,0,29481
25571043,1,50351
25571043,2,56457
25571043,3,66808
25571017,0,13328
25571017,1,38852
25571017,2,77208
25571017,3,40856
25571017,4,19425
25571017,5,4567
25571007,0,32112
25571007,1,5832
25571007,2,32456
25571007,3,65543
25571007,4,21917
25570979,0,4318
25570979,1,70472
25570979,2,50584
25570979,3,54085
25570979,4,17402
25570978,0,
25570978,1,54085
25570977,0,
25570977,1,15228
25570977,2,10577
25570914,0,68778
25570914,1,
25570914,2,
25570832,0,30185
25570832,1,71791
25570832,2,17898
25570832,3,73463
25570832,4,73502
25570832,5,15624
25570829,0,46936
25570829,1,62148
25570829,2,31848
25570829,3,22401
25570829,4,67865
25570829,5,16343
25570829,6,28451
25570829,7,49365
25570820,0,24502
25570820,1,1281
25570820,2,46434
25570820,3,42560
25570820,4,54317
25570820,5,25015
25570820,6,70661
25570820,7,47093
25570687,0,63377
25570687,1,72147
25570687,2,59561
25570687,3,74700
25570685,0,
25570685,1,
25570685,2,
25570685,3,
25570574,0,12550
25570574,1,26414
25570574,2,53956
25570574,3,2097
25570574,4,53910
25570574,5,47533
25570458,0,62323
25570458,1,24739
25570458,2,9480
25570458,3,11647
25570458,4,31941
25570458,5,17633
25570458,6,4619
25570458,7,480
25570141,0,29481
25570141,1,50351
25570141,2,43487
25570141,3,79073
25570141,4,66808
25570116,0,74023
25570116,1,74713
25570116,2,19629
25570116,3,37331
25570116,4,72208
25570116,5,71947
25570116,6,30490
25570115,0,39034
25570115,1,13557
25570115,2,5832
25570115,3,66974
25570062,0,80080
25570062,1,42396
25570062,2,8448
25570062,3,76351
25570062,4,77561
25570062,5,27736
25570013,0,3197
25570013,1,9788
25570013,2,21247
25570013,3,62937
25570013,4,69430
25570013,5,16526
25570013,6,16499
25558691,0,58371
25558691,1,3685
25558654,0,62695
25558654,1,19203
25558654,2,1391
25558587,0,26718
25558587,1,65123
25558587,2,62522
25558587,3,49829
25558587,4,27449
25558584,0,51994
25558584,1,47780
25558584,2,71732
25558584,3,35546
25558584,4,35562
25558584,5,30668
25558584,6,78480
25558584,7,69498
25558584,8,68948
25558583,0,33199
25556368,0,77298
25556368,1,52972
25556368,2,10940
25556368,3,82078
25556345,0,15893
25556345,1,18939
25556345,2,18699
25556345,3,61636
25556345,4,22754
25551918,0,18525
25551918,1,26292
25551918,2,3269
25551880,0,40309
25551880,1,56974
25551880,2,26811
25551880,3,68019
25551880,4,36198
25546641,0,63713
25546641,1,36773
25546641,2,51937
25546641,3,36240
25546641,4,14715
25539559,0,37969
25539559,1,72675
25539559,2,82045
25539559,3,82039
25539559,4,64186
25539559,5,9438
25539039,0,59955
25539039,1,71414
25539039,2,18477
25539039,3,61655
25539039,4,62104
25539039,5,20599
25539039,6,54304
25539039,7,10530
25538816,0,14683
25538816,1,13128
25538816,2,57406
25538816,3,48120
25538816,4,59542
25538816,5,61870
25538816,6,10256
25536784,0,38113
25536784,1,33965
25536784,2,80859
25536784,3,35990
25534340,0,74244
25534340,1,72849
25534218,0,74244
25534218,1,72849
25532083,0,11970
25532083,1,55510
25532083,2,67426
25532083,3,20671
25531883,0,70370
25531883,1,75821
25531883,2,24620
25531883,3,15228
25531883,4,47768
25531883,5,67866
25531883,6,3977
25525456,0,10014
25525456,1,57489
25525456,2,78099
25525456,3,64860
25525456,4,80353
25525456,5,42339
25518263,0,38226
25518263,1,63130
25518263,2,7280
25518263,3,28221
25518263,4,3055
25518261,0,64081
25518261,1,82055
25518261,2,78775
25518261,3,70496
25518261,4,82051
25518261,5,62299
25518192,0,60656
25518192,1,12188
25518192,2,72747
25518192,3,11108
25518192,4,50915
25518192,5,68886
25518192,6,66175
25518179,0,66135
25518179,1,12188
25518179,2,70102
25518023,0,41085
25518023,1,61863
25518023,2,14987
25517644,0,41067
25517644,1,48323
25517644,2,24385
25517644,3,43515
25515681,0,79642
25515681,1,55348
25512063,0,51643
25512063,1,56676
25512063,2,12988
25510946,0,46390
25510946,1,30181
25510945,0,73276
25510943,0,10485
25510943,1,75320
25510943,2,39921
25510942,0,35005
25510941,0,39921
25510941,1,34202
25510940,0,73276
25510940,1,35005
25509368,0,69251
25509368,1,4564
25509368,2,77133
25509368,3,67145
25509368,4,21114
25509368,5,34533
25509368,6,75003
25509368,7,33436
25505320,0,21989
25505320,1,71826
25505320,2,70758
25505320,3,8915
25503713,0,71269
25503713,1,15075
25503713,2,43215
25501575,0,24964
25501575,1,43862
25501575,2,74083
25498848,0,39161
25498848,1,3049
25498848,2,53751
25498848,3,64375
25498848,4,33122
25498848,5,61042
25498848,6,28768
25498848,7,81492
25498516,0,34867
25498516,1,3656
25498516,2,27345
25498516,3,48075
25498516,4,24470
25498516,5,50260
25498516,6,68802
25498516,7,48615
25498516,8,51412
25498516,9,8987
25498516,10,29132
25498516,11,32435
25498516,12,63691
25498516,13,70737
25498232,0,70484
25498232,1,44700
25498232,2,29750
25498232,3,4362
25498131,0,39645
25498131,1,41017
25498131,2,11086
25498131,3,30342
25498131,4,64131
25498131,5,54208
25498131,6,35375
25497785,0,64386
25497785,1,55745
25497785,2,25499
25497785,3,59806
25497785,4,43304
25497626,0,28825
25497626,1,27032
25497626,2,53162
25497626,3,49530
25497146,0,58040
25497146,1,77393
25497146,2,57890
25497146,3,14933
25497146,4,22085
25497146,5,7034
25496967,0,70722
25496967,1,6680
25496967,2,52059
25496967,3,62696
25495409,0,80736
25495409,1,79572
25495409,2,68687
25495409,3,57518
25495409,4,80398
25495409,5,25893
25493432,0,81703
25493432,1,81059
25493432,2,31802
25493432,3,67573
25493432,4,8251
25493432,5,53114
25492768,0,44995
25492676,0,45295
25492676,1,31117
25492676,2,69399
25492676,3,79233
25492676,4,70604
25492353,0,72410
25492353,1,50018
25492341,0,72410
25492341,1,50018
25490301,0,61385
25490301,1,33782
25490301,2,38311
25490301,3,52385
25489755,0,21851
25489755,1,35720
25489755,2,61092
25489360,0,53212
25489360,1,64806
25489360,2,53214
25487625,0,73139
25487625,1,61261
25487625,2,5529
25487625,3,34442
25485376,0,35257
25485376,1,6170
25485376,2,37649
25485376,3,9643
25485376,4,6149
25485376,5,6152
25483580,0,66693
25483580,1,50914
25483580,2,72639
25482562,0,35236
25482562,1,37389
25482562,2,4558
25482562,3,57668
25482562,4,44623
25482562,5,6937
25482562,6,70357
25482562,7,17801
25482562,8,13338
25482562,9,49621
25482562,10,33061
25480901,0,61446
25476430,0,11701
25476430,1,78699
25476430,2,41688
25476430,3,32179
25476430,4,21868
25476430,5,77784
25476430,6,78021
25476430,7,75685
25476430,8,11361
25476430,9,80339
25476430,10,4415
25476430,11,32271
25476430,12,57501
25470430,0,63272
25470430,1,50389
25470430,2,62807
25470430,3,74198
25470332,0,34636
25470332,1,60279
25470332,2,6273
25470222,0,35032
25470222,1,13248
25470222,2,39818
25470222,3,67593
25470222,4,54222
25470222,5,68201
25470216,0,1566
25470216,1,23011
25470216,2,24425
25470216,3,67258
25470216,4,23438
25470216,5,79892
25470216,6,17718
25470216,7,7121
25470216,8,28775
25470190,0,73234
25470190,1,18159
25468911,0,55765
25468911,1,66509
25465725,0,30225
25465725,1,12200
25465725,2,70286
25465439,0,17662
25465439,1,36620
25465439,2,47760
25465439,3,645
25465439,4,25948
25465439,5,65413
25465439,6,74190
25465029,0,46323
25465029,1,9970
25465029,2,62166
25465029,3,5929
25465029,4,44446
25465029,5,70242
25465029,6,60666
25462149,0,49431
25462149,1,5639
25462149,2,76210
25462149,3,62748
25462146,0,22304
25462146,1,30983
25462146,2,70614
25462146,3,28210
25462146,4,62101
25461227,0,67400
25461227,1,56077
25461227,2,647
25461227,3,2384
25461227,4,28142
25461227,5,51302
25461227,6,17504
25461225,0,33479
25461224,0,46929
25461224,1,36971
25461224,2,38933
25461224,3,6239
25461224,4,4975
25461224,5,74588
25461224,6,45843
25461224,7,4852
25461223,0,28552
25461223,1,267
25461223,2,1763
25461223,3,1741
25461223,4,27613
25461223,5,14924
25461223,6,92
25461222,0,66651
25461222,1,18446
25461222,2,75945
25461222,3,45363
25461222,4,5774
25461222,5,8064
25461222,6,73271
25461222,7,63242
25461221,0,12008
25461221,1,12361
25461221,2,76714
25461221,3,67535
25461220,0,5183
25461220,1,65367
25461220,2,64625
25461219,0,43760
25461219,1,5940
25461218,0,23132
25461218,1,51068
25461218,2,38628
25461218,3,54907
25461218,4,35749
25461217,0,8209
25461217,1,17083
25461216,0,75197
25461216,1,28669
25461216,2,59414
25461216,3,8584
25461214,0,14151
25461214,1,13093
25461214,2,13695
25461214,3,47854
25461212,0,80871
25461212,1,65503
25461212,2,35543
25461212,3,74103
25461212,4,34510
25461212,5,72014
25461212,6,23063
25461210,0,60340
25461210,1,21338
25461210,2,34234
25461210,3,5732
25461210,4,46048
25461210,5,31185
25461210,6,17362
25461210,7,
25461208,0,54855
25461208,1,42741
25461208,2,3052
25461205,0,29022
25461205,1,7017
25461205,2,39253
25461205,3,49718
25461205,4,19641
25461205,5,2116
25461205,6,12957
25461205,7,38598
25461205,8,26700
25461205,9,12712
25461204,0,29936
25461204,1,33742
25461204,2,81672
25461204,3,74910
25461204,4,62943
25461203,0,23054
25461203,1,38731
25461202,0,49004
25461202,1,31283
25461202,2,38331
25461202,3,45586
25461202,4,45588
25461202,5,9975
25461202,6,33637
25461201,0,10963
25461201,1,62119
25461201,2,10522
25461201,3,14554
25461201,4,18583
25461200,0,579
25461200,1,54527
25461200,2,64293
25461200,3,80769
25461200,4,66193
25461199,0,25753
25461199,1,729
25461196,0,78615
25461196,1,54883
25461196,2,80133
25461196,3,41200
25461196,4,46245
25461196,5,80561
25461196,6,71094
25461196,7,32200
25461196,8,11894
25461196,9,80532
25461195,0,77034
25461195,1,64657
25461195,2,70946
25461195,3,67052
25461195,4,37406
25458534,0,59584
25458534,1,10207
25458534,2,22515
25458534,3,63004
25458534,4,9947
25458534,5,20443
25458534,6,62313
25458187,0,72039
25458186,0,28217
25458184,0,28216
25458184,1,62807
25457266,0,28409
25457266,1,51690
25457266,2,32970
25457266,3,5970
25457266,4,18398
25456349,0,70391
25456349,1,31303
25456349,2,54805
25456349,3,3250
25456349,4,39287
25456349,5,36829
25456349,6,47524
25456349,7,42306
25456349,8,68116
25456300,0,3044
25456300,1,25174
25456300,2,29380
25456300,3,72523
25456300,4,29083
25456300,5,43945
25455561,0,78509
25455561,1,16144
25455561,2,12382
25455561,3,32261
25455561,4,75680
25454504,0,58755
25454504,1,3284
25454504,2,15160
25454504,3,12168
25454504,4,3602
25454504,5,9072
25454504,6,23785
25454504,7,63691
25454504,8,50660
25454502,0,79993
25454502,1,40762
25454502,2,2054
25454502,3,11716
25454502,4,39975
25454502,5,80062
25454502,6,40599
25454502,7,80571
25454501,0,13050
25454501,1,57318
25454501,2,6309
25454501,3,37058
25454501,4,67349
25454501,5,35730
25454501,6,18886
25454501,7,29115
25454501,8,21062
25454501,9,36600
25454501,10,20127
25453555,0,47005
25453554,0,67546
25453552,0,15662
25453552,1,63653
25453551,0,73285
25453550,0,22717
25453549,0,33639
25453546,0,28007
25453546,1,77218
25453545,0,33639
25453544,0,28217
25453222,0,52302
25453222,1,375
25453222,2,918
25453222,3,27099
25453222,4,31245
25453222,5,34152
25453222,6,52680
25451670,0,15076
25451670,1,18322
25451670,2,46346
25451670,3,72481
25451670,4,49764
25451670,5,72243
25451670,6,5704
25451670,7,71253
25451670,8,38753
25451670,9,67057
25451670,10,20913
25451670,11,46123
25451670,12,52744
25450531,0,38359
25450531,1,58205
25449365,0,34503
25449365,1,61284
25449365,2,77081
25449364,0,32485
25449364,1,68515
25449364,2,4733
25449364,3,14521
25449364,4,28513
25449364,5,39258
25449364,6,66840
25449364,7,13522
25449364,8,9348
25449093,0,41481
25449093,1,32830
25449093,2,68653
25449093,3,64961
25449093,4,80118
25449067,0,78669
25449067,1,80339
25449067,2,78124
25449067,3,75685
25449067,4,78699
25449067,5,77784
25449067,6,80293
25449067,7,41688
25449067,8,77774
25446620,0,5280
25446620,1,73367
25446620,2,1352
25446620,3,52832
25446620,4,59791
25445239,0,68380
25445239,1,69482
25445239,2,8017
25445239,3,73898
25445239,4,60464
25445239,5,43272
25445239,6,41897
25445239,7,17758
25445239,8,56799
25445239,9,75899
25445238,0,12087
25445238,1,67900
25445238,2,18939
25445238,3,40362
25445238,4,26958
25445183,0,23870
25445183,1,25694
25445183,2,9498
25445183,3,43322
25445183,4,10278
25445183,5,7413
25445183,6,7529
25444891,0,27248
25444891,1,11674
25444891,2,40704
25444891,3,68746
25444891,4,33677
25443723,0,67775
25443723,1,79869
25443723,2,77102
25443723,3,77866
25443723,4,49597
25443723,5,42194
25443451,0,55007
25443451,1,77715
25443451,2,80187
25443451,3,11837
25443450,0,30414
25443450,1,72957
25443450,2,16991
25443450,3,37548
25443450,4,75344
25443450,5,72050
25442425,0,64816
25442425,1,45471
25442425,2,45787
25442425,3,20742
25442425,4,77259
25442425,5,78829
25442425,6,6516
25441507,0,11490
25441507,1,17842
25440840,0,75709
25440840,1,2053
25440840,2,77937
25440840,3,80571
25440838,0,8213
25440837,0,37314
25440835,0,16379
25440833,0,15327
25440833,1,77642
25440833,2,19420
25440832,0,77071
25440831,0,49005
25440830,0,18762
25440828,0,77072
25440828,1,5201
25439727,0,8869
25439727,1,70317
25439727,2,66430
25439727,3,72749
25439727,4,30883
25439727,5,1082
25439727,6,18519
25439727,7,67983
25439727,8,63556
25439727,9,38735
25439727,10,54044
25439727,11,6172
25439727,12,211
25439575,0,55325
25439575,1,54492
25439498,0,78544
25439498,1,42362
25439498,2,14469
25439496,0,9241
25439496,1,43469
25439496,2,19893
25439350,0,2787
25439348,0,5774
25439347,0,4066
25438980,0,27338
25438980,1,63049
25438980,2,23183
25438980,3,25303
25438980,4,36036
25434958,0,57615
25434958,1,27143
25433062,0,48462
25433062,1,65154
25433062,2,62689
25433062,3,27427
25433062,4,49149
25433062,5,65075
25433062,6,68934
25433062,7,61579
25433062,8,43636
25433062,9,30633
25432280,0,64192
25432280,1,24103
25431163,0,617
25431163,1,41686
25431163,2,32145
25431163,3,76738
25425239,0,72813
25425239,1,52684
25425239,2,52241
25420399,0,82081
25420399,1,74973
25420399,2,41964
25420399,3,31753
25420399,4,74970
25419338,0,63807
25419338,1,35647
25415671,0,7150
25415671,1,60096
25415671,2,68982
25415671,3,37638
25415671,4,12274
25415671,5,8271
25412652,0,23975
25412652,1,14272
25412652,2,45601
25412652,3,14273
25412652,4,54414
25412652,5,54802
25412652,6,38967
25412652,7,5450
25410734,0,33021
25410734,1,74058
25410734,2,4045
25410734,3,49529
25410734,4,39179
25410734,5,43266
25410734,6,8542
25410734,7,57663
25410734,8,72849
25410734,9,71518
25410734,10,34268
25410734,11,61191
25410734,12,21030
25410734,13,49526
25410734,14,51471
25410734,15,65658
25410734,16,35851
25410734,17,2924
25410734,18,72686
25410633,0,63357
25410633,1,8833
25410633,2,20805
25410633,3,41281
25410633,4,38288
25410633,5,74255
25410633,6,48491
25410455,0,3208
25410455,1,50183
25410455,2,13968
25410455,3,3782
25410447,0,52455
25410447,1,50542
25410447,2,10034
25410447,3,25729
25410447,4,25635
25410445,0,22993
25410361,0,56123
25410361,1,50370
25410361,2,82073
25410361,3,76817
25410361,4,16930
25410361,5,75267
25410361,6,11052
25410361,7,15800
25410361,8,73855
25410361,9,56738
25407073,0,31359
25407069,0,72325
25406908,0,8994
25406908,1,57089
25406908,2,80751
25406908,3,55885
25406908,4,44922
25406819,0,46597
25406819,1,81405
25406551,0,42989
25406551,1,55013
25406551,2,75796
25406551,3,11873
25406551,4,77712
25406551,5,79049
25404339,0,9187
25404339,1,62118
25404339,2,78206
25404339,3,32784
25404339,4,14334
25404339,5,6024
25404339,6,2185
25404339,7,62369
25403066,0,65038
25403066,1,79292
25403066,2,52251
25403066,3,36171
25403064,0,47267
25403064,1,75999
25403064,2,53225
25403064,3,22056
25398822,0,78761
25398822,1,23062
25398822,2,79385
25398822,3,36486
25398822,4,33790
25398822,5,2075
25391480,0,34207
25391480,1,9328
25391480,2,69006
25391199,0,76139
25391199,1,67436
25391199,2,68884
25391183,0,68884
25391183,1,76139
25391183,2,67469
25385905,0,62237
25385905,1,49333
25385905,2,447
25385905,3,5634
25385905,4,1259
25384100,0,9154
25384100,1,7252
25383319,0,45830
25383319,1,16379
25383319,2,75765
25383319,3,57626
25383319,4,54063
25383319,5,10227
25383319,6,9289
25383319,7,38117
25383319,8,70822
25382847,0,41462
25382823,0,20843
25382795,0,45125
25382795,1,5838
25382795,2,50434
25381295,0,76508
25381295,1,77626
25381295,2,13894
25381295,3,37780
25381295,4,66578
25381295,5,9034
25379446,0,53610
25379446,1,27863
25379446,2,80257
25379442,0,23260
25379442,1,20890
25379442,2,35254
25379442,3,6883
25378166,0,57081
25378166,1,4852
25378166,2,11506
25378166,3,6123
25378166,4,32403
25378155,0,27867
25378155,1,40884
25378155,2,35718
25378155,3,56306
25378155,4,39208
25378155,5,41739
25378155,6,70799
25378155,7,66346
25378155,8,19262
25378155,9,16744
25378155,10,5367
25378155,11,44084
25378155,12,40212
25378101,0,34728
25378101,1,41318
25378101,2,70989
25378101,3,49005
25378101,4,23721
25378101,5,80986
25378101,6,24098
25377998,0,16965
25377998,1,37228
25377998,2,69421
25377998,3,48884
25377998,4,2581
25377892,0,71791
25377892,1,17898
25377892,2,59612
25377892,3,24208
25377892,4,68717
25377892,5,73502
25377760,0,56744
25377760,1,69997
25377760,2,50728
25377760,3,25716
25377760,4,16736
25377760,5,16410
25377760,6,82040
25377760,7,52605
25377760,8,44603
25377760,9,51723
25377760,10,16191
25377760,11,32650
25377755,0,38486
25377755,1,28309
25377755,2,72657
25377513,0,24300
25377513,1,72387
25377429,0,44001
25377429,1,41570
25377429,2,12044
25377429,3,7184
25377429,4,1886
25377429,5,79920
25377429,6,54960
25377429,7,56126
25377133,0,34509
25377133,1,7852
25377133,2,77353
25377007,0,48184
25377007,1,32133
25377007,2,70254
25377007,3,34245
25377007,4,35975
25377007,5,37828
25375069,0,63921
25375069,1,77047
25375069,2,43712
25375069,3,75116
25375069,4,66452
25375069,5,44784
25375069,6,18346
25375069,7,75871
25375069,8,79656
25375069,9,36156
25375069,10,
25373122,0,27248
25373122,1,75812
25373122,2,68746
25373122,3,33677
25372290,0,52054
25372290,1,62396
25372290,2,49980
25372290,3,51261
25372290,4,51142
25372290,5,15847
25372290,6,52642
25372290,7,78808
25372290,8,33530
25372290,9,31136
25372290,10,49857
25371938,0,62856
25371938,1,8915
25371937,0,18939
25371937,1,16653
25371468,0,70769
25371468,1,1439
25371468,2,5235
25371468,3,38700
25370443,0,41736
25370443,1,79416
25370443,2,41656
25370443,3,27788
25370443,4,55004
25369316,0,19049
25369316,1,459
25369316,2,25369
25369316,3,76996
25369316,4,16417
25367666,0,53908
25367666,1,49460
25367666,2,23365
25367666,3,53954
25366924,0,48971
25366924,1,68934
25366924,2,48462
25366924,3,49149
25366924,4,27427
25366924,5,65075
25366924,6,61579
25366924,7,30633
25366914,0,37085
25366422,0,12639
25366422,1,3079
25366422,2,32854
25366422,3,37728
25366422,4,37855
25366422,5,66958
25366369,0,13733
25366369,1,47080
25366369,2,80996
25366369,3,45055
25366369,4,63698
25366369,5,20632
25366369,6,49542
25366369,7,28411
25366369,8,24911
25366369,9,72047
25366369,10,7133
25366369,11,74464
25366369,12,16683
25366369,13,21516
25366369,14,67383
25366369,15,22669
25366014,0,33196
25366014,1,32353
25366014,2,34148
25366014,3,31348
25366014,4,49976
25362483,0,63370
25362483,1,65596
25362483,2,38895
25362483,3,45490
25362483,4,30131
25362483,5,5384
25362483,6,48961
25362483,7,68586
25362483,8,40088
25362483,9,81362
25362483,10,70847
25362483,11,36651
25362483,12,34327
25362483,13,71420
25362483,14,61985
25362483,15,61126
25362483,16,9667
25362483,17,49756
25362483,18,36368
25362483,19,34483
25362483,20,31474
25362483,21,27151
25362483,22,76147
25362483,23,59316
25362483,24,17315
25362483,25,8432
25362483,26,5123
25362483,27,49529
25362483,28,28824
25362483,29,36288
25362483,30,
25362483,31,32935
25362483,32,39943
25362483,33,59600
25362483,34,24094
25362483,35,29289
25362483,36,22347
25362483,37,44602
25362483,38,81562
25362483,39,6828
25362483,40,15488
25362483,41,27967
25362483,42,4242
25362483,43,51699
25362483,44,14208
25362483,45,19286
25362483,46,76130
25362483,47,40212
25361780,0,65114
25361780,1,23644
25361780,2,34746
25361780,3,71223
25361780,4,3148
25361775,0,26674
25361775,1,80970
25361775,2,48718
25361775,3,35719
25361775,4,36756
25361775,5,60871
25361775,6,53287
25361775,7,76129
25361775,8,5384
25361775,9,40212
25361775,10,18680
25361775,11,70847
25361775,12,51699
25361775,13,61985
25361775,14,37827
25361725,0,8881
25359500,0,27617
25359500,1,4332
25359500,2,29022
25359500,3,76470
25359500,4,40328
25359168,0,43746
25359168,1,37184
25359168,2,74802
25359168,3,41428
25359168,4,67480
25359168,5,42535
25359168,6,17561
25358872,0,20214
25358872,1,29740
25358872,2,53723
25358872,3,64970
25358872,4,57514
25358872,5,38850
25358872,6,25518
25358872,7,25863
25358847,0,45843
25358847,1,4852
25358847,2,23103
25358847,3,11506
25358847,4,61068
25358753,0,42164
25358674,0,53948
25358628,0,45125
25358628,1,5838
25358628,2,50434
25356899,0,26756
25356899,1,67481
25356899,2,10053
25356899,3,15107
25356899,4,50225
25356899,5,54606
25356899,6,45025
25356899,7,1948
25356899,8,67311
25356899,9,16590
25356899,10,28110
25356899,11,16891
25356899,12,21331
25356899,13,57174
25356899,14,74028
25356899,15,60541
25356899,16,46875
25355830,0,35928
25355830,1,72615
25355830,2,45134
25353658,0,15092
25353658,1,10495
25353658,2,46426
25353658,3,56815
25353658,4,46425
25352154,0,79521
25352154,1,15074
25352154,2,16087
25352154,3,51977
25352154,4,52605
25351036,0,35702
25351036,1,41889
25351035,0,38785
25351006,0,69861
25351005,0,388
25350058,0,32450
25350058,1,27033
25347240,0,14417
25347240,1,80968
25347240,2,32003
25347240,3,72660
25347071,0,77976
25347071,1,80339
25347071,2,80210
25347071,3,75557
25347071,4,77784
25347071,5,77774
25347071,6,50583
25347071,7,32271
25346975,0,33339
25346975,1,72313
25346975,2,55606
25346975,3,397
25345628,0,5670
25344396,0,25500
25344396,1,62827
25344396,2,62908
25344396,3,47487
25344396,4,25207
25344396,5,15173
25344396,6,30119
25344396,7,51874
25344396,8,63172
25344396,9,68202
25344396,10,21023
25344396,11,30448
25343202,0,23311
25343202,1,52461
25343202,2,24389
25342058,0,9971
25342058,1,60808
25342058,2,22719
25342058,3,17647
25342058,4,42114
25342058,5,9688
25342054,0,22892
25342054,1,24503
25342054,2,19062
25341150,0,21691
25340568,0,5784
25340568,1,60175
25340568,2,21047
25340568,3,58767
25340568,4,41294
25340568,5,29349
25339745,0,1401
25339745,1,5840
25339745,2,4807
25339745,3,35797
25339745,4,36069
25339219,0,38142
25339219,1,16976
25339211,0,50640
25339211,1,2418
25339211,2,65837
25339211,3,57922
25339211,4,31190
25339211,5,2990
25339211,6,3422
25338950,0,5984
25338950,1,61010
25338950,2,40425
25338950,3,70686
25337734,0,42154
25337734,1,63635
25337734,2,34381
25337734,3,65752
25337734,4,76465
